#Energy (MeV)		 GSF (MeV^-3)		  errGSF (MeV^-3)
6.000000000000000000e+00 3.721645173906587480e-08 4.086859051276465619e-09
6.200000000000000178e+00 5.505526563967003795e-08 4.414657932806929685e-09
6.400000000000000355e+00 9.956855068820326342e-08 7.570986566650171589e-09
6.600000000000000533e+00 7.133275128335506411e-08 5.678369029277359432e-09
6.800000000000000711e+00 8.516164233118120381e-08 6.451134415090389081e-09
7.000000000000000888e+00 1.092724847384285362e-07 8.387661186339295751e-09
7.200000000000001066e+00 1.387178950589413714e-07 1.077865212000296765e-08
7.400000000000001243e+00 1.588411659291259270e-07 1.198614297538424137e-08
7.600000000000001421e+00 1.694566149007724325e-07 1.331276434826295048e-08
7.800000000000001599e+00 1.802583904932448185e-07 1.402341293229997372e-08
8.000000000000001776e+00 1.791033354869505692e-07 1.411182648578474254e-08
8.200000000000002842e+00 1.914728016794394611e-07 1.460072494698654995e-08
8.400000000000002132e+00 1.907820443398476127e-07 1.487611048607273106e-08
8.600000000000001421e+00 1.908469465377699463e-07 1.557539911623696515e-08
8.800000000000002487e+00 1.968053744635719482e-07 1.579141890121696973e-08
9.000000000000003553e+00 1.928660853080484578e-07 1.751942031634828468e-08
9.200000000000002842e+00 1.924927530094877807e-07 1.867812154519549191e-08
9.400000000000002132e+00 2.101569489367987896e-07 1.782096895933223555e-08
9.600000000000003197e+00 1.992620522383264091e-07 1.995710467348500994e-08
9.800000000000004263e+00 1.981166878525041210e-07 2.212723570692208649e-08
1.000000000000000355e+01 1.894607066229733276e-07 1.776582608007292876e-08
1.020000000000000284e+01 2.091626850512745840e-07 2.062141683286122586e-08
1.040000000000000391e+01 2.057167416168565103e-07 2.308201339215903466e-08
1.060000000000000497e+01 2.194065739930307093e-07 2.248588252874326988e-08
1.080000000000000426e+01 2.421025995742232576e-07 2.137399020189586177e-08
1.100000000000000355e+01 2.573943816810677079e-07 2.444598147521979145e-08
1.120000000000000462e+01 2.742643256084432885e-07 2.508165025874610260e-08
1.140000000000000568e+01 3.154678439787515097e-07 3.023195320739044912e-08
1.160000000000000497e+01 3.479153451803976457e-07 3.302722712366680842e-08
1.180000000000000426e+01 3.843698231142615020e-07 3.498593295624799035e-08
1.200000000000000533e+01 4.293300895739797525e-07 3.687586943594512047e-08
1.220000000000000639e+01 4.468999184135333749e-07 3.982147292181934693e-08
1.240000000000000568e+01 4.864475187548156377e-07 4.332036934008780000e-08
1.260000000000000497e+01 5.415800967417041228e-07 4.611580708100243126e-08
1.280000000000000604e+01 5.920624061618827283e-07 5.324596510498292899e-08
1.300000000000000711e+01 6.345505433505224420e-07 5.792795441547979809e-08
1.320000000000000639e+01 6.655849341904962402e-07 6.417507239497006079e-08
1.340000000000000568e+01 7.435039870990310862e-07 7.058352876207163871e-08
1.360000000000000675e+01 8.266257605205428366e-07 7.352769755511015679e-08
1.380000000000000782e+01 8.989420268666333612e-07 8.319435173692291227e-08
1.400000000000000711e+01 9.676663363022513512e-07 9.550350222577790213e-08
1.420000000000000639e+01 1.041213999159004540e-06 1.102984507289266077e-07
1.440000000000000746e+01 1.167322613278755581e-06 1.228357197945070201e-07
1.460000000000000853e+01 1.260691288086643220e-06 1.318500914881935722e-07
1.480000000000000782e+01 1.346336340874087003e-06 1.470430381086391826e-07
1.500000000000000711e+01 1.432390937273677921e-06 1.571455615851445399e-07
1.520000000000000817e+01 1.495695681683460333e-06 1.570971147076563066e-07
1.540000000000000924e+01 1.480525336220464947e-06 1.613218603158662774e-07
1.560000000000000853e+01 1.506248446233656850e-06 1.660192613330058611e-07
1.580000000000000782e+01 1.509649561285254244e-06 1.670139810676642738e-07
1.600000000000000711e+01 1.518356519421952928e-06 1.703340914333052969e-07
1.620000000000000995e+01 1.417552198457233696e-06 1.629674957701461007e-07
1.640000000000000924e+01 1.392994197899028554e-06 1.612587897919031235e-07
1.660000000000000853e+01 1.309795544705415257e-06 1.458952218514512876e-07
1.680000000000001137e+01 1.244302605051917103e-06 1.375040842344246518e-07
1.700000000000001066e+01 1.082200858805583951e-06 1.257575902080290702e-07
1.720000000000000995e+01 1.040347599334550480e-06 1.164587642645688766e-07
1.740000000000000924e+01 9.801895074642313384e-07 1.118334315970941259e-07
1.760000000000000853e+01 8.862096335741898555e-07 9.368178841374859883e-08
1.780000000000001137e+01 8.618632068033848092e-07 9.001866869948190589e-08
1.800000000000001066e+01 7.039115230994698588e-07 6.760446511924633764e-08
1.820000000000000995e+01 6.960207362813757999e-07 7.223691033246116437e-08
1.840000000000001279e+01 5.740703797207815778e-07 5.008271967864120812e-08
1.860000000000001208e+01 5.155975565279110739e-07 4.778077741717440829e-08
1.880000000000001137e+01 5.033631866515516053e-07 4.793188095718734878e-08
1.900000000000001066e+01 4.873138484357850277e-07 4.480531440078556763e-08
1.920000000000000995e+01 4.513426584746692934e-07 4.052533729419463857e-08
1.940000000000001279e+01 3.909272411039686004e-07 3.430307576730146488e-08
1.960000000000001208e+01 3.136848040567756621e-07 2.659543637397765337e-08
1.980000000000001137e+01 3.204773235467239790e-07 2.632576042075898422e-08
2.000000000000001421e+01 3.336491674222420289e-07 2.936756790855581187e-08
